id,produzent,modell,typ,inch,controller,lift,date,notiz,cap,seek,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,mtbf
694,IMPRIMIS,,94186-383,5F,ESDI,J,,,328,19,1412,13,0,0,0,0,,1411,40
695,IMPRIMIS,,94186-383H,5F,ESDI,J,,,329,14,1224,15,0,0,0,0,,1223,40
696,IMPRIMIS,,94186-442,5F,ESDI,J,,,373,16,1412,15,0,0,0,0,,1411,40
697,IMPRIMIS,,94191-766,5F,SCSI,J,,,676,15,1632,15,0,0,0,0,,1631,40
698,IMPRIMIS,,94196-766,5F,ESDI,J,,,676,15,1632,15,0,0,0,0,,1631,40
699,IMPRIMIS,,94204-65,,,,,,62,0,941,8,17,0,0,0,0,0,0
700,IMPRIMIS,,94204-71,,,,,,68,0,1024,8,17,0,0,0,0,0,0
701,IMPRIMIS,,94204-74,5H,AT-BUS,J,,,74,28,941,8,17,0,0,0,,940,40
702,IMPRIMIS,,94204-81,5H,AT-BUS,J,,,81,28,1024,8,17,0,0,0,,1023,40
703,IMPRIMIS,,94205-30,,,,,,0,0,989,3,0,0,0,0,0,0,0
704,IMPRIMIS,,94205-51,5H,MFM,J,,,43,28,989,5,17,0,0,0,,988,40
705,IMPRIMIS,,94205-77,5H,RLL,J,,,63,28,989,5,26,0,0,0,,988,40
706,IMPRIMIS,,94211-106,5H,SCSI,J,,,90,18,1024,5,0,0,0,0,,1023,40
707,IMPRIMIS,,94216-106,5H,ESDI,J,,,106,18,1024,5,0,0,0,0,,1023,40
708,IMPRIMIS,,94221-125,5H,SCSI,J,,,110,18,1544,3,0,0,0,0,,1543,40
709,IMPRIMIS,,94221-209,5H,SCSI,J,,,183,18,1544,5,0,0,0,0,,1543,40
710,IMPRIMIS,,94241-383,5H,SCSI,N,,,337,15,1400,7,0,0,0,0,,1399,40
711,IMPRIMIS,,94241-502,5H,SCSI,J,,,440,16,1765,7,0,0,0,0,,1764,40
712,IMPRIMIS,,94244-219,5H,AT-BUS,J,,,193,16,1747,4,0,0,0,0,,1746,40
713,IMPRIMIS,,94244-383,5H,AT-BUS,J,,,338,16,1747,7,0,0,0,0,,1746,40
714,IMPRIMIS,,94246-182,5H,ESDI,J,,,160,16,1453,4,0,0,0,0,,1452,40
715,IMPRIMIS,,94246-383,5H,ESDI,J,,,337,16,1747,7,0,0,0,0,,1746,40
716,IMPRIMIS,,94311-136,,SCSI,,,,120,0,0,5,0,0,0,0,0,0,0
717,IMPRIMIS,,94351-111,3H,SCSI,J,,,98,15,1068,5,0,0,0,0,,0,30
718,IMPRIMIS,,94351-126,3H,SCSI,J,,,111,15,1068,7,0,0,0,0,,0,30
719,IMPRIMIS,,94351-133S,3,SCSI,,,,116,0,1268,5,0,0,0,0,0,0,0
720,IMPRIMIS,,94351-155,3H,SCSI,J,,,138,15,1068,7,0,0,0,0,,0,30
721,IMPRIMIS,,94351-155S,3H,SCSI,J,,,138,15,0,7,0,0,0,0,,0,30
722,IMPRIMIS,,94351-160,3H,SCSI,J,,,142,15,1068,9,0,0,0,0,,0,30
723,IMPRIMIS,,94351-186S,3,SCSI,,,,163,0,1268,7,0,0,0,0,0,0,0
724,IMPRIMIS,,94351-200,3H,SCSI,J,,,177,15,1068,9,0,0,0,0,,0,30
725,IMPRIMIS,,94351-200S,3H,SCSI,J,,,177,15,0,9,0,0,0,0,,0,30
726,IMPRIMIS,,94354-111,3H,AT-BUS,J,,,98,15,0,5,0,0,0,0,,0,30
727,IMPRIMIS,,94354-126,3H,AT-BUS,J,,,111,15,0,7,0,0,0,0,,0,30
728,IMPRIMIS,,94354-135,,,,,,122,0,1072,9,26,0,0,0,0,0,0
729,IMPRIMIS,,94354-155,3H,AT-BUS,J,,,138,15,0,7,0,0,0,0,,0,30
730,IMPRIMIS,,94354-160,3H,AT-BUS,J,,,143,15,0,9,0,0,0,0,,0,30
731,IMPRIMIS,,94354-172,,,,,,169,0,1072,9,36,0,0,0,0,0,0
732,IMPRIMIS,,94354-200,3H,AT-BUS,J,,,177,15,0,9,0,0,0,0,,0,30
733,IMPRIMIS,,94355-100,3H,MFM,J,,,88,15,0,9,0,0,0,0,,0,30
734,IMPRIMIS,,94355-150,3H,RLL,J,,,133,15,0,9,0,0,0,0,,0,30
735,IMPRIMIS,,94356-111,3H,ESDI,J,,,98,15,0,5,0,0,0,0,,0,30
736,IMPRIMIS,,94356-155,3H,ESDI,J,,,138,15,0,7,0,0,0,0,,0,30
737,IMPRIMIS,,94356-200,3H,ESDI,J,,,177,15,0,9,0,0,0,0,,0,30
738,IMPRIMIS,,94601-12G,5F,SCSI,J,,,1050,16,1931,15,0,0,0,0,,1930,40
739,IMPRIMIS,,"WREN II FH",,MFM,,,,60,0,924,9,17,0,0,0,0,0,0
740,IMPRIMIS,,"WREN II HH",,MFM,,,,40,0,989,5,17,0,0,0,0,0,0
741,IMPRIMIS,,"WREN II HH AT",,RLL,,,,65,0,1032,5,26,0,0,0,0,0,0
742,INTEGRAL,,"1820 MUSTANG",1.8,IDE,Y,,,21,20,0,2,0,0,0,0,0,0,100
743,INTEGRAL,,"1842 STINGRAY",1.8,IDE,Y,,,42,0,0,4,0,0,0,0,0,0,0
744,JASMINE,,DD-180,3.5,SCSI,Y,,,174,20,0,0,0,0,0,0,0,0,70
745,JCT,,100,5.2,MFM,,,,5,99,0,0,17,0,0,0,0,0,0
746,JCT,,1000,,MFM,,,,5,0,0,0,17,0,0,0,0,0,0
747,JCT,,1005,,MFM,,,,7,0,0,0,17,0,0,0,0,0,0
748,JCT,,1010,,MFM,,,,14,0,0,0,17,0,0,0,0,0,0
749,JCT,,105,5.2,MFM,,,,7,99,0,0,17,0,0,0,0,0,0
750,JCT,,110,5.2,MFM,,,,14,99,0,0,17,0,0,0,0,0,0
751,JCT,,120,5.2,MFM,,,,20,99,0,0,17,0,0,0,0,0,0
752,JVC,,JD-3824L,3H,JVC,N,,,21,68,615,2,34,0,0,0,0,614,30
753,JVC,,JD-3824T,3H,JVC,N,,,21,65,615,2,34,0,0,0,0,614,30
754,JVC,,JD-3848H,3H,JVC,N,,,42,45,615,4,34,0,0,0,0,614,30
755,JVC,,JD-E2085M,2.5,IDE,,,,78,16,973,4,43,973,4,43,0,0,0
756,JVC,,JD-E2825P,2.5,"AT /SCSI",+,1992-12-10,,21,25,581,2,36,0,0,0,0,0,30
757,JVC,,JD-E2850P,2.5,SCSI,N,,,42,25,791,3,35,0,0,0,0,0,0
758,JVC,,JD-E3848V,3.5,"AT / SCSI",,1992-12-10,,42,25,862,2,48,0,0,0,0,0,30
759,JVC,,JD-E3896V,3.5,"AT / SCSI",,1992-12-10,,85,25,862,4,48,0,0,0,0,0,30
760,KALOK,,"KL3100 OCTAGON2",3.5,IDE,N,,,105,19,0,0,0,0,0,0,0,0,0
761,KALOK,,KL320,3H,MFM,J,,,21,48,615,4,17,0,0,0,300,614,43
762,KALOK,,KL330,3H,RLL,J,,,33,48,615,4,26,0,0,0,,614,43
763,KALOK,,KL332,,PS2,,,,40,48,615,4,30,0,0,0,0,0,0
764,KALOK,,KL340,3.5,MFM,,,,42,25,820,6,17,0,0,0,0,0,0
765,KALOK,,KL341,3H,SCSI,J,,,40,25,664,4,30,0,0,0,,663,43
766,KALOK,,KL342,3,PS2,,,,42,0,676,4,31,0,0,0,0,0,0
767,KALOK,,KL343,3.5,IDE,,,,40,33,676,4,31,0,0,0,645,0,0
768,KALOK,,KL360,3.5,RLL,,,,65,25,820,6,26,0,0,0,0,0,0
769,KALOK,,KL381,3.5,SCSI,,,,84,25,815,6,34,0,0,0,0,0,0
770,KALOK,,KL383,3,IDE,,,,84,0,815,6,34,0,0,0,0,0,0
771,KYOCERA,,CK-80GA,3.5,IDE,,,,80,23,0,0,0,0,0,0,0,0,0
772,KYOCERA,,CK-80GS,3.5,SCSI,,,,83,23,0,0,0,0,0,0,0,0,0
773,KYOCERA,,"KC 20A",3H,MFM,J,,,21,65,835,4,17,0,0,0,,615,40
774,KYOCERA,,"KC 20B",3H,MFM,N,,,21,62,800,4,17,0,0,0,,614,40
775,KYOCERA,,"KC 20C",3.5,MFM,,,,21,0,615,4,17,0,0,0,0,0,0
776,KYOCERA,,"KC 30A",3H,RLL,J,,,33,65,835,4,26,0,0,0,,615,40
777,KYOCERA,,"KC 30B",3H,RLL,N,,,33,62,800,4,26,0,0,0,,614,40
778,KYOCERA,,"KC 40GA",3H,AT-BUS,J,,,41,28,1069,2,17,0,0,0,,1068,40
779,KYOCERA,,"KC 80C",3H,SCSI,J,,,87,28,788,8,27,0,0,0,,787,40
780,KYOCERA,,"KC 80GA",3.5,IDE,N,,,80,23,0,0,0,0,0,0,0,0,0
781,KYOCERA,,"KC 80GS",3.5,SCSI,N,,,83,23,0,0,0,0,0,0,0,0,0
782,LAPINE,,3062,,MFM,,,,0,0,306,4,17,0,0,0,0,0,0
783,LAPINE,,3062,,MFM,,,,10,0,306,4,17,0,0,0,0,0,0
784,LAPINE,,3512,,MFM,,,,10,0,306,4,17,0,0,0,0,0,0
785,LAPINE,,3522,,MFM,,,,10,0,306,4,17,0,0,0,0,0,0
786,LAPINE,,"LT 200",3.5,MFM,N,,,20,65,614,4,17,0,0,0,0,0,0
787,LAPINE,,"LT 2000",,MFM,,,,20,61,615,4,17,0,0,0,0,0,0
788,LAPINE,,LT4000,3.5,SCSI,,,,40,0,0,0,0,0,0,0,0,0,0
789,LAPINE,,LX200,,MFM,,,,20,0,615,4,17,0,0,0,0,0,0
790,LAPINE,,LX2000,,MFM,,,,20,0,615,4,17,0,0,0,0,0,0
793,LAPINE,,T-10,,MFM,,,,10,0,615,2,17,0,0,0,0,0,0
794,LAPINE,,T-20,,MFM,,,,20,61,615,4,17,0,0,0,0,0,0
795,LAPINE,,T-30,,RLL,,,,0,61,615,4,27,0,0,0,0,0,0
796,LAPINE,,T-300,,RLL,,,,32,61,615,4,26,0,0,0,0,0,0
791,LAPINE,,"TITAN 20 / LT20",3H,MFM,N,1992-12-10,,21,65,615,4,17,0,0,0,,614,0
792,LAPINE,,"TITAN 30 / LT30",3H,RLL,N,1992-12-10,,32,65,615,4,26,0,0,0,,614,0
797,"LIBERTY SYSTEMS",,2040C,2.5,SCSI,,,,40,19,0,0,0,0,0,0,0,0,100
799,"LIBERTY SYSTEMS",,3020C(P),2.5,SCSI,,,,20,19,0,0,0,0,0,0,0,0,100
798,"LIBERTY SYSTEMS",,3020CT,2.5,SCSI,,,,20,19,0,0,0,0,0,0,0,0,100
801,"LIBERTY SYSTEMS",,3040C(P),2.5,SCSI,,,,40,19,0,0,0,0,0,0,0,0,100
800,"LIBERTY SYSTEMS",,3040CT,2.5,SCSI,,,,40,19,0,0,0,0,0,0,0,0,100
802,"LIBERTY SYSTEMS",,50105Q(P),3.5,SCSI/PA,,,,105,12,0,0,0,0,0,0,0,0,60
803,"LIBERTY SYSTEMS",,50120C(P),3.5,SCSI/PA,,,,120,19,0,0,0,0,0,0,0,0,60
804,"LIBERTY SYSTEMS",,5052Q(P),3.5,SCSI/PA,,,,52,12,0,0,0,0,0,0,0,0,60
805,"LIBERTY SYSTEMS",,70105Q,3.5,SCSI,,,,105,12,0,0,0,0,0,0,0,0,60
806,"LIBERTY SYSTEMS",,70170Q,3.5,SCSI,,,,170,9,0,0,0,0,0,0,0,0,50
807,"LIBERTY SYSTEMS",,70210Q,3.5,SCSI,,,,210,9,0,0,0,0,0,0,0,0,50
808,"LIBERTY SYSTEMS",,70340M,3.5,SCSI,,,,340,12,0,0,0,0,0,0,0,0,150
809,"LIBERTY SYSTEMS",,7040Q,3.5,SCSI,,,,40,9,0,0,0,0,0,0,0,0,50
810,"LIBERTY SYSTEMS",,70425Q,3.5,SCSI,,,,425,10,0,0,0,0,0,0,0,0,50
811,"LIBERTY SYSTEMS",,7052Q,3.5,SCSI,,,,52,12,0,0,0,0,0,0,0,0,60
812,MAGTRON,,MT-4170E,5F,ESDI,+,1992-12-10,,170,25,1598,6,0,0,0,0,0,0,30
813,MAGTRON,,MT-4170S,5F,SCSI,+,1992-12-10,,170,25,1598,6,0,0,0,0,0,0,30
814,MAXTOR,,"7040A CHEYENNE",3.5,IDE,Y,,,40,17,1170,2,36,981,5,17,0,0,150
815,MAXTOR,,"7040S CHEYENNE",3.5,SCSI,Y,,,40,17,1155,2,36,0,0,0,0,0,150
816,MAXTOR,,"7060A CHEYENNE",3.5,IDE,Y,,,65,15,0,2,0,1024,7,17,0,0,150
817,MAXTOR,,"7060S CHEYENNE",3.5,SCSI,Y,,,65,15,0,2,0,0,0,0,0,0,150
818,MAXTOR,,"7080A CHEYENNE",3.5,IDE,Y,,,81,17,1170,4,36,936,10,18,0,0,150
819,MAXTOR,,7080AT,3.5,AT,,,,80,19,980,10,17,980,10,17,0,0,0
820,MAXTOR,,"7080S CHEYENNE",3.5,SCSI,Y,,,80,17,1166,4,30,0,0,0,0,0,150
821,MAXTOR,,"7120A CHEYENNE",3.5,IDE,Y,,,130,15,1516,4,42,936,16,17,0,0,150
822,MAXTOR,,"7120S CHEYENNE",3.5,SCSI,Y,,,130,15,1516,4,42,0,0,0,0,0,150
823,MAXTOR,,7213A,,IDE,J,,,202,15,1698,4,42,683,16,38,0,0,150
824,MAXTOR,,7213S,,SCSI,J,,,202,15,1698,4,42,0,0,0,0,0,150
825,MAXTOR,,8051A,3.5,IDE,Y,,,42,28,745,4,28,0,0,0,0,0,150
826,MAXTOR,,LTX-340,3.5,"SCSI 2",+,1992-12-10,,340,15,1560,7,70,0,0,0,0,0,50
827,MAXTOR,,LXT-100A,3H,AT-BUS,J,,,96,27,733,8,32,0,0,0,,732,40
828,MAXTOR,,LXT-100S,3H,SCSI,J,,,96,27,733,8,32,0,0,0,,732,40
829,MAXTOR,,LXT-200A,3H,AT-BUS,J,,,207,15,1320,7,33,815,15,32,,1319,50
830,MAXTOR,,LXT-200S,3H,SCSI,J,,,207,15,1320,7,33,0,0,0,,1319,50
831,MAXTOR,,LXT-213A,3.5,IDE,Y,,,212,15,1320,7,38,683,16,38,0,0,150
832,MAXTOR,,LXT-213S,3.5,SCSI,Y,,,212,15,1320,7,38,0,0,0,0,0,150
833,MAXTOR,,LXT-340A,3.5,IDE,Y,,,340,13,1560,7,64,0,0,0,0,0,150
834,MAXTOR,,LXT-340S,3.5,SCSI,Y,,,340,13,1560,7,64,0,0,0,0,0,150
835,MAXTOR,,LXT-437A,3.5,IDE,Y,,,437,13,1560,9,64,0,0,0,0,0,150
836,MAXTOR,,LXT-437S,3.5,SCSI,Y,,,437,13,1560,9,64,0,0,0,0,0,150
837,MAXTOR,,LXT-50A,3H,AT-BUS,J,,,48,27,733,4,32,0,0,0,,732,40
838,MAXTOR,,LXT-50S,3H,SCSI,J,,,48,27,733,4,32,0,0,0,,732,40
839,MAXTOR,,LXT-535A,3.5,IDE,Y,,,535,13,1560,11,60,0,0,0,0,0,150
840,MAXTOR,,LXT-535S,3.5,SCSI,Y,,,535,13,1560,11,60,0,0,0,0,0,150
841,MAXTOR,,MXT-1240S,,SCSI,,,,1024,9,0,0,0,0,0,0,0,0,300
842,MAXTOR,,MXT-540SL,,SCSI,,,,500,9,0,0,0,0,0,0,0,0,300
843,MAXTOR,,"P0-12S PANTHER",5.2,SCSI2,Y,,,1027,13,1376,15,96,0,0,0,0,0,100
844,MAXTOR,,P1-08,5F,ESDI,+,1992-12-10,,696,13,1778,9,85,0,0,0,0,0,100
845,MAXTOR,,"P1-08E PANTHER",5.2,ESDI,Y,,,696,13,1778,9,85,0,0,0,0,0,100
846,MAXTOR,,"P1-08S PANTHER",5.2,SCSI2,Y,,,696,13,1778,9,85,0,0,0,0,0,100
847,MAXTOR,,P1-12,5F,ESDI,+,1992-12-10,,1065,13,1778,15,78,0,0,0,0,0,100
848,MAXTOR,,"P1-12E PANTHER",5.2,ESDI,Y,,,1051,13,1216,15,85,0,0,0,0,0,150
849,MAXTOR,,"P1-12S PANTHER",5.2,SCSI2,Y,,,1005,11,1216,19,85,0,0,0,0,0,100
850,MAXTOR,,"P1-13E PANTHER",5F,ESDI,+,1992-12-10,,1161,13,1778,15,85,0,0,0,0,0,100
851,MAXTOR,,"P1-16E PANTHER",5.2,ESDI,Y,,,1331,13,0,19,0,0,0,0,0,0,150
852,MAXTOR,,"P1-17S PANTHER",5.2,SCSI2,Y,,,1470,13,1778,19,85,0,0,0,0,0,100
853,MAXTOR,,P2-08S,5F,"SCSI 2",+,1992-12-10,,664,13,1778,7,111,0,0,0,0,0,100
854,MAXTOR,,P2-12S,5F,"SCSI 2",+,1992-12-10,,1065,11,1254,15,111,0,0,0,0,0,100
855,MAXTOR,,"P2-17E PANTHER",5.2,ESDI,Y,,,1470,13,1778,19,85,0,0,0,0,0,100
856,MAXTOR,,P2-17S,5F,"SCSI 2",+,1992-12-10,,1424,13,1778,15,111,0,0,0,0,0,100
857,MAXTOR,,XT-1065,5F,MFM,J,,,56,27,918,7,17,0,0,0,,917,70
858,MAXTOR,,XT-1085,5F,MFM,J,,,71,27,1024,8,17,0,0,0,,1023,70
859,MAXTOR,,XT-1105,5F,MFM,J,,,87,27,918,11,17,0,0,0,,917,70
860,MAXTOR,,XT-1120R,5F,RLL,J,,,105,27,1024,8,26,0,0,0,,1023,70
861,MAXTOR,,XT-1140,5F,MFM,J,,,120,27,918,15,17,0,0,0,,917,70
862,MAXTOR,,XT-1240R,5F,RLL,J,,,197,27,1024,15,26,0,0,0,,1023,70
863,MAXTOR,,XT-2085,5.2,MFM,,1992-12-10,,75,30,1224,7,17,0,0,0,1225,0,0
864,MAXTOR,,XT-2085-,,MFM,,,,60,0,1024,7,17,0,0,0,0,0,0
865,MAXTOR,,XT-2140,5.2,MFM,,1992-12-10,,117,30,1224,11,17,0,0,0,1225,0,0
866,MAXTOR,,XT-2140-,,MFM,,,,93,0,1024,11,17,0,0,0,0,0,0
867,MAXTOR,,XT-2190,5.2,MFM,,1992-12-10,,160,30,1224,15,17,0,0,0,0,0,70
868,MAXTOR,,XT-2190-,,MFM,,,,128,0,1024,15,17,0,0,0,0,0,0
869,MAXTOR,,XT-3170,5.2,SCSI,N,,,147,30,1224,9,26,0,0,0,0,0,0
870,MAXTOR,,XT-3280,5.2,SCSI,N,,,244,30,1224,15,26,0,0,0,0,0,0
871,MAXTOR,,XT-3380,5.2,SCSI,N,,,319,27,1224,15,34,0,0,0,0,0,0
872,MAXTOR,,XT-4170E,5F,ESDI,J,,,158,14,1224,7,36,0,0,0,,1223,70
873,MAXTOR,,XT-4170S,5F,SCSI,J,,,158,14,1224,7,36,0,0,0,,1223,70
874,MAXTOR,,XT-4175E,5F,ESDI,N,1992-12-10,,144,27,1224,7,36,0,0,0,0,0,20
875,MAXTOR,,XT-4280E,5F,ESDI,,1992-12-10,,230,27,1224,11,34,0,0,0,0,0,20
876,MAXTOR,,XT-4280S,5F,SCSI,,1992-12-10,,234,27,1224,11,36,0,0,0,0,0,20
877,MAXTOR,,XT-4380,,MFM,,,,152,16,1314,7,32,816,15,32,0,0,0
878,MAXTOR,,XT-4380E,5F,ESDI,J,,,338,16,1224,15,36,0,0,0,,1223,70
879,MAXTOR,,XT-4380S,5F,SCSI,J,,,338,16,1224,15,36,0,0,0,,1223,70
880,MAXTOR,,XT-8051A,3.5,IDE,J,,,42,28,745,4,28,0,0,0,0,0,150
881,MAXTOR,,XT-8380E,5F,ESDI,J,,,361,14,1632,8,54,0,0,0,,1631,40
882,MAXTOR,,XT-8380S,5F,SCSI,J,,,360,14,1632,8,54,0,0,0,,1631,40
883,MAXTOR,,XT-8610E,5F,ESDI,+,1992-12-10,,541,16,1632,12,54,0,0,0,0,0,60
884,MAXTOR,,XT-8702S,,SCSI,,,,616,16,1490,15,54,0,0,0,0,0,0
885,MAXTOR,,XT-8760E,5F,ESDI,J,,,677,16,1632,15,54,0,0,0,,1631,40
886,MAXTOR,,XT-8760S,5F,SCSI,J,,,676,16,1632,15,54,0,0,0,,1631,40
887,MAXTOR,,XT-8800E,5F,ESDI,+,1992-12-10,,695,15,1249,15,69,0,0,0,0,0,60
888,MCR,,6091-5101,5.2,SCSI,Y,,,300,27,0,0,9,0,0,0,0,0,0
889,MEC,,D5392,5.2,IPI2,Y,,,1300,14,0,16,0,0,0,0,0,0,100
890,MEGADRIVE,,P-105,3.5,SCSI,,,,105,19,1019,0,0,0,0,0,0,0,50
891,MEGADRIVE,,P-120,3.5,SCSI,Y,,,120,14,1123,0,0,0,0,0,0,0,50
892,MEGADRIVE,,P-170,3.5,SCSI,Y,,,170,14,1123,0,0,0,0,0,0,0,50
893,MEGADRIVE,,P-210,3.5,SCSI,Y,,,210,14,1156,0,0,0,0,0,0,0,50
894,MEGADRIVE,,P-42,3.5,SCSI,Y,,,42,19,834,0,0,0,0,0,0,0,50
895,MEGADRIVE,,P-425,3.5,SCSI,Y,,,425,9,0,0,0,0,0,0,0,0,75
896,MEGADRIVE,,P-84,3.5,SCSI,Y,,,84,19,834,0,0,0,0,0,0,0,50
897,MEMOREX,,321,,MFM,,,,5,0,320,2,17,0,0,0,128,0,0
898,MEMOREX,,322,,MFM,,,,10,0,320,4,17,0,0,0,128,0,0
899,MEMOREX,,323,,MFM,,,,15,0,320,6,17,0,0,0,128,0,0
900,MEMOREX,,324,,MFM,,,,21,0,320,8,17,0,0,0,128,0,0
901,MEMOREX,,450,,MFM,,,,10,0,612,2,17,0,0,0,350,0,0
902,MEMOREX,,512,,MFM,,,,23,0,961,3,17,0,0,0,480,0,0
903,MEMOREX,,513,,MFM,,,,39,0,961,5,17,0,0,0,480,0,0
904,MEMOREX,,514,,MFM,,,,47,0,960,6,17,0,0,0,480,0,0
905,MICROPOLIS,,1302,,MFM,y,1992-12-10,,21,30,0,3,17,0,0,0,0,0,20
906,MICROPOLIS,,1303,,MFM,Y,1992-12-10,,36,30,830,5,17,0,0,0,0,0,20
907,MICROPOLIS,,1304,,MFM,Y,1992-12-10,,43,30,830,6,17,0,0,0,0,0,20
908,MICROPOLIS,,1323,5F,MFM,J,,,35,28,1024,4,17,0,0,0,,1023,35
909,MICROPOLIS,,1323A,5F,MFM,J,,,44,28,1024,5,17,0,0,0,,1023,35
910,MICROPOLIS,,1324,5F,MFM,J,,,53,28,1024,6,17,0,0,0,,1023,35
911,MICROPOLIS,,1324A,5F,MFM,J,,,62,28,1024,7,17,0,0,0,,1023,35
912,MICROPOLIS,,1325,5F,MFM,J,,,71,28,1024,8,17,0,0,0,,1023,35
913,MICROPOLIS,,1333,,MFM,,,,34,28,1024,4,17,0,0,0,0,0,0
914,MICROPOLIS,,1333A,5F,MFM,J,,,44,30,1024,5,17,0,0,0,,1023,25
915,MICROPOLIS,,1334,5F,MFM,J,,,53,30,1024,6,17,0,0,0,,1023,25
916,MICROPOLIS,,1334A,,RLL,,,,62,28,1024,7,17,0,0,0,0,1023,0
917,MICROPOLIS,,1335,5F,MFM,J,,,71,28,1024,8,17,0,0,0,,1023,25
918,MICROPOLIS,,1352,,ESDI,,,,36,23,1024,2,36,0,0,0,0,0,0
919,MICROPOLIS,,1352A,,ESDI,,,,54,23,1024,3,36,0,0,0,0,0,0
920,MICROPOLIS,,1353,5F,ESDI,J,,,75,23,1024,4,36,0,0,0,,1023,30
921,MICROPOLIS,,"1353 PAK",5F,ESDI,J,,,71,23,1024,4,36,0,0,0,,1023,30
922,MICROPOLIS,,1353A,5F,ESDI,J,,,94,23,1024,5,36,0,0,0,,1023,30
923,MICROPOLIS,,"1353A PAK",5F,ESDI,J,,,88,23,1024,5,36,0,0,0,,1023,30
924,MICROPOLIS,,1354,5F,ESDI,J,,,113,23,1024,6,36,0,0,0,,1023,30
925,MICROPOLIS,,"1354 PAK",5F,ESDI,J,,,106,23,1024,6,36,0,0,0,,1023,30
926,MICROPOLIS,,1354A,5F,ESDI,J,,,132,23,1024,7,36,0,0,0,,1023,30
927,MICROPOLIS,,"1354A PAK",5F,ESDI,J,,,124,23,1024,7,36,0,0,0,,1023,30
928,MICROPOLIS,,1355,5F,ESDI,J,,,150,23,1024,8,36,0,0,0,,1023,30
929,MICROPOLIS,,"1355 PAK",5F,ESDI,J,,,142,23,1024,8,36,0,0,0,,1023,30
930,MICROPOLIS,,1373,5F,SCSI,J,,,76,23,1016,4,19,0,0,0,,1015,30
931,MICROPOLIS,,"1373 PAK",5F,SCSI,N,,,72,23,1018,4,35,0,0,0,,1017,30
932,MICROPOLIS,,1373A,5F,SCSI,J,,,95,23,1016,5,19,0,0,0,,1015,30
933,MICROPOLIS,,"1373A PAK",5F,SCSI,N,,,91,23,1018,5,35,0,0,0,,1017,30
934,MICROPOLIS,,1374,5F,SCSI,J,,,115,23,1016,6,19,0,0,0,,1015,30
935,MICROPOLIS,,"1374 PAK",5F,SCSI,N,,,109,23,1018,6,35,0,0,0,,1017,30
936,MICROPOLIS,,1374A,5F,SCSI,J,,,134,23,1016,7,19,0,0,0,,1015,30
937,MICROPOLIS,,"1374A PAK",5F,SCSI,N,,,127,23,1018,7,35,0,0,0,,1017,30
938,MICROPOLIS,,1375,5F,SCSI,J,,,153,23,1016,8,19,0,0,0,,1015,30
939,MICROPOLIS,,"1375 PAK",5F,SCSI,N,,,145,23,1018,8,35,0,0,0,,1017,30
940,MICROPOLIS,,13X3,,,,,,34,0,1024,4,0,0,0,0,0,0,0
941,MICROPOLIS,,13X3A,,,,,,42,0,1024,5,0,0,0,0,0,0,0
942,MICROPOLIS,,13X4,,,,,,50,0,1024,6,0,0,0,0,0,0,0
943,MICROPOLIS,,13X4A,,,,,,60,0,1024,7,0,0,0,0,0,0,0
944,MICROPOLIS,,13X5,,,,,,68,28,1024,8,0,0,0,0,0,0,0
945,MICROPOLIS,,1516-10S,5F,ESDI,+,1992-12-10,,678,14,1840,10,72,0,0,0,0,0,150
946,MICROPOLIS,,1517-13,5F,ESDI,+,1992-12-10,,922,14,1925,13,72,0,0,0,0,0,150
947,MICROPOLIS,,1518,5.2,ESDI,Y,,,1346,15,0,0,0,0,0,0,0,0,150
948,MICROPOLIS,,1518-14,5F,ESDI,+,1992-12-10,,993,14,1925,14,72,0,0,0,0,0,150
949,MICROPOLIS,,1518-15,5F,ESDI,+,1992-12-10,,1064,14,1925,15,72,0,0,0,0,0,150
950,MICROPOLIS,,1528-15,5F,SCSI,+,1992-12-10,,1400,14,1952,15,0,0,0,0,0,0,150
951,MICROPOLIS,,1528-15(D),5.2,SCSI2D,Y,,,1354,15,2106,15,84,0,0,0,0,0,150
952,MICROPOLIS,,1538-15,5.2,ESDI,Y,,,871,15,1925,15,71,0,0,0,0,0,150
953,MICROPOLIS,,1548(D),5.2,SCSI2,Y,,,1748,14,0,0,0,0,0,0,0,0,150
954,MICROPOLIS,,1551,,MFM,,,,59,30,1024,7,17,0,0,0,0,0,0
955,MICROPOLIS,,1554,,MFM,,,,111,30,1224,11,17,0,0,0,0,0,0
956,MICROPOLIS,,1555,,MFM,,,,121,30,1224,12,17,0,0,0,0,0,0
957,MICROPOLIS,,1556,,MFM,,,,132,30,1224,13,17,0,0,0,0,0,0
958,MICROPOLIS,,1556-11,5F,ESDI,N,,,248,18,1224,11,36,0,0,0,,1223,150
959,MICROPOLIS,,1557,,MFM,,,,142,30,1224,14,17,0,0,0,0,0,0
960,MICROPOLIS,,1557-12,5F,ESDI,N,,,270,18,1224,12,36,0,0,0,,1223,150
961,MICROPOLIS,,1557-13,5F,ESDI,N,,,293,18,1224,13,36,0,0,0,,1223,150
962,MICROPOLIS,,1557-14,,ESDI,,,,0,18,1224,14,36,0,0,0,0,0,0
963,MICROPOLIS,,1557-15,,ESDI,,,,0,18,1224,15,36,0,0,0,0,0,0
964,MICROPOLIS,,1558,,MFM,,,,152,30,1224,15,17,0,0,0,0,0,0
